wl,nr,Kab,Kcar,Ks,Kw,Kdm,nw,flu1,flu2,GSV1,GSV2,GSV3,KcaV,KcaZ
400,1.5135,0.02676,2.90E-01,5.27E-01,5.80E-05,1.10E+02,1.34E+00,0,0,0.28689,-0.09483,0.14205,0.28950,0.28950
401,1.5131,0.03113,2.80E-01,5.26E-01,5.85E-05,1.04E+02,1.34E+00,0,0,0.28886,-0.09637,0.14343,0.27960,0.27960
402,1.5126,0.03561,2.69E-01,5.25E-01,5.90E-05,9.80E+01,1.34E+00,0,0,0.29083,-0.09791,0.14478,0.26930,0.26930
403,1.5121,0.03972,2.60E-01,5.24E-01,5.99E-05,9.24E+01,1.34E+00,0,0,0.29283,-0.09943,0.14609,0.26010,0.26010
404,1.5116,0.04321,2.53E-01,5.23E-01,6.10E-05,8.71E+01,1.34E+00,0,0,0.29483,-0.10095,0.14737,0.25250,0.25250
405,1.5111,0.04606,2.46E-01,5.22E-01,6.20E-05,8.23E+01,1.34E+00,0,0,0.29686,-0.10245,0.14862,0.24560,0.24560
406,1.5105,0.04815,2.40E-01,5.21E-01,6.30E-05,7.81E+01,1.34E+00,0,0,0.29890,-0.10395,0.14985,0.24020,0.24020
407,1.51,0.05007,2.35E-01,5.20E-01,6.40E-05,7.40E+01,1.34E+00,0,0,0.30097,-0.10544,0.15104,0.23520,0.23520
408,1.5095,0.05189,2.30E-01,5.19E-01,6.50E-05,7.01E+01,1.34E+00,0,0,0.30307,-0.10692,0.15220,0.23030,0.23030
409,1.5089,0.05346,2.26E-01,5.18E-01,6.60E-05,6.65E+01,1.34E+00,0,0,0.30520,-0.10839,0.15334,0.22550,0.22550
410,1.5084,0.05526,2.20E-01,5.17E-01,6.70E-05,6.30E+01,1.34E+00,0,0,0.30735,-0.10985,0.15444,0.22029,0.22030
411,1.5078,0.05721,2.15E-01,5.16E-01,6.79E-05,5.95E+01,1.34E+00,0,0,0.30955,-0.11129,0.15552,0.21509,0.21510
412,1.5073,0.05891,2.11E-01,5.15E-01,6.90E-05,5.62E+01,1.34E+00,0,0,0.31178,-0.11273,0.15658,0.21049,0.21050
413,1.5068,0.06004,2.07E-01,5.14E-01,7.05E-05,5.30E+01,1.34E+00,0,0,0.31405,-0.11416,0.15761,0.20689,0.20690
414,1.5062,0.061,2.04E-01,5.13E-01,7.20E-05,5.00E+01,1.34E+00,0,0,0.31637,-0.11558,0.15862,0.20349,0.20350
415,1.5057,0.06189,2.00E-01,5.12E-01,7.31E-05,4.72E+01,1.34E+00,0,0,0.31873,-0.11698,0.15960,0.20019,0.20020
416,1.5052,0.06259,1.97E-01,5.11E-01,7.40E-05,4.46E+01,1.34E+00,0,0,0.32114,-0.11838,0.16056,0.19709,0.19710
417,1.5047,0.06318,1.94E-01,5.10E-01,7.49E-05,4.22E+01,1.34E+00,0,0,0.32361,-0.11976,0.16150,0.19429,0.19430
418,1.5043,0.06367,1.91E-01,5.09E-01,7.60E-05,4.00E+01,1.34E+00,0,0,0.32612,-0.12113,0.16242,0.19139,0.19140
419,1.5038,0.06416,1.89E-01,5.08E-01,7.74E-05,3.78E+01,1.34E+00,0,0,0.32870,-0.12249,0.16331,0.18889,0.18890
420,1.5034,0.06475,1.87E-01,5.07E-01,7.90E-05,3.57E+01,1.34E+00,0,0,0.33134,-0.12384,0.16419,0.18659,0.18660
421,1.503,0.06555,1.84E-01,5.06E-01,8.06E-05,3.36E+01,1.34E+00,0,0,0.33404,-0.12518,0.16505,0.18439,0.18440
422,1.5026,0.06628,1.82E-01,5.05E-01,8.20E-05,3.17E+01,1.34E+00,0,0,0.33681,-0.12651,0.16589,0.18229,0.18230
423,1.5023,0.0669,1.81E-01,5.04E-01,8.30E-05,2.99E+01,1.34E+00,0,0,0.33964,-0.12783,0.16670,0.18049,0.18050
424,1.502,0.06718,1.79E-01,5.03E-01,8.40E-05,2.83E+01,1.34E+00,0,0,0.34255,-0.12914,0.16750,0.17919,0.17920
425,1.5016,0.06747,1.78E-01,5.02E-01,8.55E-05,2.68E+01,1.34E+00,0,0,0.34554,-0.13044,0.16827,0.17769,0.17770
426,1.5013,0.06795,1.76E-01,5.01E-01,8.70E-05,2.54E+01,1.34E+00,0,0,0.34860,-0.13175,0.16902,0.17618,0.17620
427,1.5011,0.06854,1.75E-01,5.00E-01,8.80E-05,2.40E+01,1.34E+00,0,0,0.35174,-0.13305,0.16975,0.17468,0.17470
428,1.5008,0.06897,1.74E-01,4.99E-01,8.90E-05,2.28E+01,1.34E+00,0,0,0.35496,-0.13434,0.17045,0.17348,0.17350
429,1.5005,0.06931,1.72E-01,4.98E-01,9.05E-05,2.15E+01,1.34E+00,0,0,0.35827,-0.13564,0.17113,0.17238,0.17240
430,1.5003,0.06979,1.72E-01,4.97E-01,9.20E-05,2.02E+01,1.34E+00,0,0,0.36167,-0.13694,0.17177,0.17148,0.17150
431,1.5,0.07037,1.71E-01,4.96E-01,9.30E-05,1.90E+01,1.34E+00,0,0,0.36516,-0.13824,0.17240,0.17069,0.17070
432,1.4998,0.07082,1.70E-01,4.95E-01,9.40E-05,1.79E+01,1.34E+00,0,0,0.36872,-0.13955,0.17300,0.17008,0.17010
433,1.4995,0.07114,1.69E-01,4.94E-01,9.55E-05,1.68E+01,1.34E+00,0,0,0.37234,-0.14086,0.17358,0.16938,0.16940
434,1.4993,0.07141,1.69E-01,4.92E-01,9.70E-05,1.58E+01,1.34E+00,0,0,0.37600,-0.14217,0.17416,0.16878,0.16880
435,1.4991,0.0716,1.68E-01,4.91E-01,9.80E-05,1.48E+01,1.34E+00,0,0,0.37968,-0.14348,0.17473,0.16818,0.16820
436,1.4988,0.07174,1.68E-01,4.90E-01,9.90E-05,1.39E+01,1.34E+00,0,0,0.38337,-0.14479,0.17530,0.16778,0.16780
437,1.4986,0.07177,1.67E-01,4.89E-01,1.01E-04,1.31E+01,1.34E+00,0,0,0.38705,-0.14610,0.17588,0.16738,0.16740
438,1.4984,0.07171,1.67E-01,4.88E-01,1.02E-04,1.23E+01,1.34E+00,0,0,0.39070,-0.14741,0.17648,0.16698,0.16700
439,1.4981,0.07155,1.67E-01,4.86E-01,1.03E-04,1.16E+01,1.34E+00,0,0,0.39431,-0.14871,0.17709,0.16668,0.16670
440,1.4979,0.0712,1.66E-01,4.85E-01,1.04E-04,1.10E+01,1.34E+00,0,0,0.39785,-0.15002,0.17773,0.16636,0.16640
441,1.4977,0.07048,1.66E-01,4.84E-01,1.05E-04,1.04E+01,1.34E+00,0,0,0.40132,-0.15132,0.17840,0.16585,0.16590
442,1.4974,0.06963,1.65E-01,4.83E-01,1.06E-04,9.92E+00,1.34E+00,0,0,0.40471,-0.15262,0.17911,0.16524,0.16530
443,1.4972,0.06883,1.65E-01,4.82E-01,1.07E-04,9.41E+00,1.34E+00,0,0,0.40800,-0.15391,0.17985,0.16463,0.16470
444,1.4969,0.06789,1.64E-01,4.81E-01,1.08E-04,8.95E+00,1.34E+00,0,0,0.41119,-0.15520,0.18063,0.16399,0.16410
445,1.4967,0.06685,1.63E-01,4.79E-01,1.09E-04,8.51E+00,1.34E+00,0,0,0.41428,-0.15649,0.18145,0.16309,0.16320
446,1.4965,0.06583,1.62E-01,4.78E-01,1.10E-04,8.09E+00,1.34E+00,0,0,0.41725,-0.15777,0.18232,0.16225,0.16240
447,1.4962,0.0648,1.62E-01,4.77E-01,1.11E-04,7.64E+00,1.34E+00,0,0,0.42009,-0.15905,0.18324,0.16132,0.16150
448,1.496,0.06358,1.61E-01,4.76E-01,1.12E-04,7.27E+00,1.34E+00,0,0,0.42281,-0.16032,0.18420,0.16023,0.16050
449,1.4958,0.06225,1.59E-01,4.75E-01,1.13E-04,6.94E+00,1.34E+00,0,0,0.42539,-0.16159,0.18522,0.15885,0.15920
450,1.4955,0.0609,1.58E-01,4.73E-01,1.14E-04,6.66E+00,1.34E+00,0,0,0.42783,-0.16285,0.18629,0.15728,0.15770
451,1.4953,0.05956,1.56E-01,4.72E-01,1.15E-04,6.42E+00,1.34E+00,0,0,0.43011,-0.16411,0.18742,0.15560,0.15610
452,1.4951,0.05812,1.54E-01,4.71E-01,1.16E-04,6.22E+00,1.34E+00,0,0,0.43226,-0.16536,0.18860,0.15387,0.15440
453,1.4949,0.05677,1.53E-01,4.70E-01,1.17E-04,6.01E+00,1.34E+00,0,0,0.43427,-0.16660,0.18983,0.15224,0.15280
454,1.4947,0.05553,1.51E-01,4.68E-01,1.18E-04,5.78E+00,1.34E+00,0,0,0.43615,-0.16783,0.19110,0.15064,0.15130
455,1.4945,0.05439,1.50E-01,4.67E-01,1.19E-04,5.57E+00,1.34E+00,0,0,0.43791,-0.16905,0.19240,0.14905,0.14970
456,1.4944,0.0533,1.48E-01,4.66E-01,1.20E-04,5.37E+00,1.34E+00,0,0,0.43956,-0.17026,0.19373,0.14753,0.14830
457,1.4942,0.05224,1.47E-01,4.65E-01,1.21E-04,5.17E+00,1.34E+00,0,0,0.44110,-0.17145,0.19508,0.14600,0.14680
458,1.494,0.05134,1.45E-01,4.63E-01,1.22E-04,4.95E+00,1.34E+00,0,0,0.44256,-0.17262,0.19645,0.14452,0.14540
459,1.4939,0.05056,1.44E-01,4.62E-01,1.23E-04,4.76E+00,1.34E+00,0,0,0.44392,-0.17377,0.19782,0.14296,0.14400
460,1.4937,0.0499,1.43E-01,4.61E-01,1.24E-04,4.58E+00,1.34E+00,0,0,0.44521,-0.17490,0.19920,0.14143,0.14250
461,1.4935,0.04934,1.41E-01,4.60E-01,1.25E-04,4.42E+00,1.34E+00,0,0,0.44643,-0.17601,0.20058,0.13992,0.14110
462,1.4934,0.04891,1.40E-01,4.59E-01,1.26E-04,4.26E+00,1.34E+00,0,0,0.44759,-0.17709,0.20195,0.13851,0.13970
463,1.4932,0.04852,1.38E-01,4.58E-01,1.27E-04,4.12E+00,1.34E+00,0,0,0.44870,-0.17816,0.20331,0.13710,0.13840
464,1.4931,0.04812,1.37E-01,4.57E-01,1.28E-04,4.01E+00,1.34E+00,0,0,0.44978,-0.17920,0.20465,0.13570,0.13710
465,1.4929,0.04767,1.36E-01,4.56E-01,1.29E-04,3.95E+00,1.34E+00,0,0,0.45084,-0.18021,0.20598,0.13448,0.13580
466,1.4928,0.04729,1.35E-01,4.55E-01,1.30E-04,3.85E+00,1.34E+00,0,0,0.45188,-0.18121,0.20728,0.13323,0.13470
467,1.4927,0.04698,1.34E-01,4.54E-01,1.32E-04,3.78E+00,1.34E+00,0,0,0.45293,-0.18219,0.20855,0.13217,0.13350
468,1.4925,0.04673,1.33E-01,4.53E-01,1.33E-04,3.67E+00,1.34E+00,0,0,0.45399,-0.18314,0.20979,0.13123,0.13250
469,1.4924,0.04647,1.32E-01,4.52E-01,1.34E-04,3.55E+00,1.33E+00,0,0,0.45507,-0.18408,0.21100,0.13046,0.13160
470,1.4923,0.04622,1.31E-01,4.50E-01,1.35E-04,3.46E+00,1.33E+00,0,0,0.45620,-0.18499,0.21216,0.12980,0.13080
471,1.4921,0.04606,1.30E-01,4.49E-01,1.36E-04,3.36E+00,1.33E+00,0,0,0.45736,-0.18588,0.21328,0.12929,0.13020
472,1.492,0.04589,1.30E-01,4.48E-01,1.38E-04,3.28E+00,1.33E+00,0,0,0.45858,-0.18676,0.21435,0.12885,0.12960
473,1.4919,0.0457,1.29E-01,4.47E-01,1.40E-04,3.18E+00,1.33E+00,0,0,0.45986,-0.18761,0.21537,0.12851,0.12920
474,1.4917,0.04552,1.29E-01,4.46E-01,1.41E-04,3.10E+00,1.33E+00,0,0,0.46120,-0.18844,0.21634,0.12819,0.12880
475,1.4916,0.04535,1.29E-01,4.45E-01,1.42E-04,3.05E+00,1.33E+00,0,0,0.46261,-0.18925,0.21726,0.12795,0.12850
476,1.4915,0.04519,1.28E-01,4.44E-01,1.44E-04,2.98E+00,1.33E+00,0,0,0.46409,-0.19004,0.21814,0.12762,0.12820
477,1.4914,0.04492,1.28E-01,4.43E-01,1.46E-04,2.95E+00,1.33E+00,0,0,0.46565,-0.19081,0.21896,0.12726,0.12800
478,1.4912,0.04466,1.28E-01,4.42E-01,1.48E-04,2.91E+00,1.33E+00,0,0,0.46728,-0.19155,0.21972,0.12678,0.12770
479,1.4911,0.04442,1.27E-01,4.41E-01,1.50E-04,2.87E+00,1.33E+00,0,0,0.46901,-0.19228,0.22044,0.12623,0.12740
480,1.491,0.04413,1.27E-01,4.40E-01,1.52E-04,2.80E+00,1.33E+00,0,0,0.47082,-0.19298,0.22109,0.12557,0.12700
481,1.4908,0.04373,1.27E-01,4.39E-01,1.54E-04,2.78E+00,1.33E+00,0,0,0.47272,-0.19366,0.22170,0.12467,0.12650
482,1.4907,0.04325,1.26E-01,4.38E-01,1.57E-04,2.75E+00,1.33E+00,0,0,0.47473,-0.19432,0.22224,0.12363,0.12600
483,1.4906,0.04275,1.25E-01,4.36E-01,1.60E-04,2.73E+00,1.33E+00,0,0,0.47682,-0.19496,0.22273,0.12247,0.12530
484,1.4904,0.04216,1.24E-01,4.35E-01,1.62E-04,2.70E+00,1.33E+00,0,0,0.47902,-0.19558,0.22317,0.12120,0.12440
485,1.4903,0.04149,1.23E-01,4.34E-01,1.64E-04,2.68E+00,1.33E+00,0,0,0.48131,-0.19617,0.22355,0.11973,0.12340
486,1.4902,0.04073,1.22E-01,4.32E-01,1.67E-04,2.66E+00,1.33E+00,0,0,0.48370,-0.19676,0.22388,0.11813,0.12230
487,1.49,0.03989,1.21E-01,4.31E-01,1.70E-04,2.63E+00,1.33E+00,0,0,0.48618,-0.19732,0.22415,0.11644,0.12110
488,1.4899,0.03895,1.20E-01,4.30E-01,1.74E-04,2.61E+00,1.33E+00,0,0,0.48876,-0.19787,0.22437,0.11472,0.11970
489,1.4897,0.03791,1.18E-01,4.29E-01,1.78E-04,2.59E+00,1.33E+00,0,0,0.49144,-0.19840,0.22454,0.11283,0.11820
490,1.4896,0.03683,1.17E-01,4.27E-01,1.81E-04,2.57E+00,1.33E+00,0,0,0.49422,-0.19892,0.22466,0.11094,0.11660
491,1.4894,0.03571,1.15E-01,4.26E-01,1.85E-04,2.55E+00,1.33E+00,0,0,0.49710,-0.19942,0.22473,0.10899,0.11500
492,1.4893,0.03455,1.13E-01,4.25E-01,1.89E-04,2.54E+00,1.33E+00,0,0,0.50007,-0.19991,0.22476,0.10690,0.11320
493,1.4891,0.03335,1.11E-01,4.23E-01,1.93E-04,2.52E+00,1.33E+00,0,0,0.50313,-0.20040,0.22475,0.10478,0.11140
494,1.489,0.03215,1.10E-01,4.22E-01,1.98E-04,2.50E+00,1.33E+00,0,0,0.50626,-0.20088,0.22471,0.10256,0.10960
495,1.4888,0.03094,1.08E-01,4.21E-01,2.03E-04,2.49E+00,1.33E+00,0,0,0.50948,-0.20137,0.22464,0.10023,0.10760
496,1.4887,0.02972,1.06E-01,4.20E-01,2.09E-04,2.47E+00,1.33E+00,0,0,0.51276,-0.20186,0.22456,0.09779,0.10560
497,1.4885,0.0285,1.04E-01,4.18E-01,2.16E-04,2.46E+00,1.33E+00,0,0,0.51610,-0.20237,0.22446,0.09530,0.10350
498,1.4883,0.0273,1.01E-01,4.17E-01,2.23E-04,2.44E+00,1.33E+00,0,0,0.51950,-0.20288,0.22436,0.09281,0.10130
499,1.4882,0.02615,9.90E-02,4.16E-01,2.30E-04,2.43E+00,1.33E+00,0,0,0.52295,-0.20342,0.22427,0.09033,0.09901
500,1.488,0.02502,9.66E-02,4.14E-01,2.38E-04,2.42E+00,1.33E+00,0,0,0.52645,-0.20398,0.22418,0.08786,0.09659
501,1.4878,0.02395,9.42E-02,4.14E-01,2.46E-04,2.41E+00,1.33E+00,0,0,0.52998,-0.20456,0.22411,0.08539,0.09418
502,1.4876,0.02294,9.18E-02,4.13E-01,2.55E-04,2.39E+00,1.33E+00,0,0,0.53355,-0.20516,0.22404,0.08292,0.09177
503,1.4874,0.02199,8.94E-02,4.12E-01,2.64E-04,2.38E+00,1.33E+00,0,0,0.53715,-0.20576,0.22397,0.08046,0.08937
504,1.4873,0.02109,8.70E-02,4.11E-01,2.73E-04,2.37E+00,1.33E+00,0,0,0.54076,-0.20636,0.22390,0.07800,0.08697
505,1.4871,0.02025,8.46E-02,4.10E-01,2.82E-04,2.37E+00,1.33E+00,0,0,0.54440,-0.20695,0.22382,0.07555,0.08456
506,1.4869,0.01946,8.22E-02,4.09E-01,2.91E-04,2.36E+00,1.33E+00,0,0,0.54804,-0.20751,0.22371,0.07311,0.08216
507,1.4867,0.01873,7.98E-02,4.08E-01,3.00E-04,2.35E+00,1.33E+00,0,0,0.55169,-0.20804,0.22357,0.07067,0.07977
508,1.4864,0.01804,7.75E-02,4.07E-01,3.10E-04,2.34E+00,1.33E+00,0,0,0.55533,-0.20853,0.22340,0.06823,0.07737
509,1.4862,0.0174,7.51E-02,4.07E-01,3.19E-04,2.33E+00,1.33E+00,0,0,0.55897,-0.20897,0.22318,0.06581,0.07498
510,1.486,0.0168,7.28E-02,4.06E-01,3.29E-04,2.33E+00,1.33E+00,0,0,0.56260,-0.20934,0.22291,0.06339,0.07259
511,1.4858,0.01622,7.04E-02,4.05E-01,3.39E-04,2.32E+00,1.33E+00,0,0,0.56622,-0.20964,0.22258,0.06098,0.07021
512,1.4856,0.01567,6.81E-02,4.04E-01,3.49E-04,2.32E+00,1.33E+00,0,0,0.56982,-0.20989,0.22220,0.05857,0.06783
513,1.4853,0.01515,6.58E-02,4.03E-01,3.59E-04,2.31E+00,1.33E+00,0,0,0.57343,-0.21009,0.22179,0.05618,0.06545
514,1.4851,0.01466,6.35E-02,4.02E-01,3.68E-04,2.31E+00,1.33E+00,0,0,0.57705,-0.21026,0.22134,0.05380,0.06308
515,1.4848,0.01418,6.12E-02,4.01E-01,3.77E-04,2.31E+00,1.33E+00,0,0,0.58070,-0.21042,0.22087,0.05144,0.06072
516,1.4846,0.01373,5.90E-02,4.00E-01,3.86E-04,2.30E+00,1.33E+00,0,0,0.58438,-0.21057,0.22038,0.04909,0.05837
517,1.4843,0.01331,5.67E-02,3.99E-01,3.96E-04,2.30E+00,1.33E+00,0,0,0.58810,-0.21074,0.21989,0.04676,0.05603
518,1.4841,0.01291,5.45E-02,3.98E-01,4.04E-04,2.30E+00,1.33E+00,0,0,0.59188,-0.21093,0.21940,0.04445,0.05369
519,1.4838,0.01254,5.23E-02,3.97E-01,4.07E-04,2.30E+00,1.33E+00,0,0,0.59573,-0.21116,0.21892,0.04216,0.05137
520,1.4835,0.0122,5.02E-02,3.96E-01,4.09E-04,2.30E+00,1.33E+00,0,0,0.59965,-0.21145,0.21847,0.03989,0.04907
521,1.4833,0.01189,4.81E-02,3.95E-01,4.14E-04,2.30E+00,1.33E+00,0,0,0.60366,-0.21180,0.21804,0.03766,0.04678
522,1.483,0.01161,4.59E-02,3.94E-01,4.16E-04,2.30E+00,1.33E+00,0,0,0.60775,-0.21220,0.21763,0.03546,0.04451
523,1.4827,0.01136,4.39E-02,3.93E-01,4.11E-04,2.30E+00,1.33E+00,0,0,0.61192,-0.21265,0.21721,0.03330,0.04226
524,1.4825,0.01114,4.18E-02,3.92E-01,4.09E-04,2.30E+00,1.33E+00,0,0,0.61617,-0.21312,0.21678,0.03118,0.04003
525,1.4822,0.01096,3.98E-02,3.91E-01,4.18E-04,2.30E+00,1.33E+00,0,0,0.62049,-0.21360,0.21633,0.02910,0.03784
526,1.4819,0.0108,3.78E-02,3.91E-01,4.27E-04,2.30E+00,1.33E+00,0,0,0.62489,-0.21408,0.21582,0.02708,0.03567
527,1.4816,0.01067,3.59E-02,3.90E-01,4.27E-04,2.30E+00,1.33E+00,0,0,0.62935,-0.21455,0.21526,0.02511,0.03354
528,1.4813,0.01057,3.40E-02,3.89E-01,4.23E-04,2.30E+00,1.33E+00,0,0,0.63388,-0.21498,0.21461,0.02321,0.03145
529,1.481,0.01049,3.21E-02,3.88E-01,4.24E-04,2.30E+00,1.33E+00,0,0,0.63847,-0.21536,0.21388,0.02138,0.02941
530,1.4807,0.01044,3.03E-02,3.87E-01,4.29E-04,2.30E+00,1.33E+00,0,0,0.64312,-0.21569,0.21304,0.01961,0.02741
531,1.4804,0.01041,2.85E-02,3.85E-01,4.37E-04,2.30E+00,1.33E+00,0,0,0.64783,-0.21594,0.21208,0.01793,0.02546
532,1.4801,0.0104,2.67E-02,3.82E-01,4.45E-04,2.30E+00,1.33E+00,0,0,0.65259,-0.21613,0.21101,0.01633,0.02358
533,1.4797,0.01041,2.50E-02,3.80E-01,4.51E-04,2.30E+00,1.33E+00,0,0,0.65741,-0.21625,0.20984,0.01481,0.02176
534,1.4794,0.01043,2.33E-02,3.78E-01,4.56E-04,2.30E+00,1.33E+00,0,0,0.66228,-0.21632,0.20858,0.01338,0.02001
535,1.4791,0.01046,2.17E-02,3.76E-01,4.63E-04,2.30E+00,1.33E+00,0,0,0.66719,-0.21633,0.20725,0.01205,0.01833
536,1.4788,0.0105,2.02E-02,3.74E-01,4.70E-04,2.30E+00,1.33E+00,0,0,0.67216,-0.21629,0.20584,0.01081,0.01674
537,1.4784,0.01055,1.86E-02,3.72E-01,4.75E-04,2.30E+00,1.33E+00,0,0,0.67717,-0.21622,0.20438,0.00966,0.01522
538,1.4781,0.01061,1.72E-02,3.70E-01,4.80E-04,2.30E+00,1.33E+00,0,0,0.68223,-0.21610,0.20287,0.00860,0.01379
539,1.4778,0.01067,1.57E-02,3.68E-01,4.88E-04,2.30E+00,1.33E+00,0,0,0.68733,-0.21595,0.20133,0.00763,0.01245
540,1.4774,0.01073,1.44E-02,3.65E-01,4.95E-04,2.30E+00,1.33E+00,0,0,0.69247,-0.21578,0.19976,0.00675,0.01120
541,1.4771,0.0108,1.30E-02,3.64E-01,4.98E-04,2.30E+00,1.33E+00,0,0,0.69766,-0.21558,0.19818,0.00595,0.01004
542,1.4767,0.01087,1.18E-02,3.63E-01,5.03E-04,2.30E+00,1.33E+00,0,0,0.70288,-0.21536,0.19657,0.00524,0.00896
543,1.4764,0.01094,1.06E-02,3.61E-01,5.14E-04,2.30E+00,1.33E+00,0,0,0.70815,-0.21511,0.19494,0.00460,0.00798
544,1.476,0.011,9.42E-03,3.60E-01,5.27E-04,2.30E+00,1.33E+00,0,0,0.71345,-0.21481,0.19327,0.00402,0.00708
545,1.4757,0.01107,8.33E-03,3.58E-01,5.36E-04,2.30E+00,1.33E+00,0,0,0.71879,-0.21447,0.19155,0.00351,0.00627
546,1.4753,0.01112,7.30E-03,3.57E-01,5.44E-04,2.30E+00,1.33E+00,0,0,0.72417,-0.21409,0.18979,0.00306,0.00553
547,1.475,0.01118,6.33E-03,3.55E-01,5.53E-04,2.30E+00,1.33E+00,0,0,0.72958,-0.21364,0.18796,0.00266,0.00487
548,1.4746,0.01124,5.43E-03,3.54E-01,5.64E-04,2.30E+00,1.33E+00,0,0,0.73503,-0.21314,0.18606,0.00231,0.00427
549,1.4743,0.0113,4.59E-03,3.53E-01,5.76E-04,2.30E+00,1.33E+00,0,0,0.74052,-0.21257,0.18409,0.00201,0.00374
550,1.4739,0.01136,3.82E-03,3.51E-01,5.88E-04,2.30E+00,1.33E+00,0,0,0.74604,-0.21192,0.18204,0.00174,0.00327
551,1.4735,0.01142,3.11E-03,3.50E-01,6.00E-04,2.30E+00,1.33E+00,0,0,0.75159,-0.21120,0.17989,0.00150,0.00286
552,1.4732,0.0115,2.47E-03,3.49E-01,6.11E-04,2.30E+00,1.33E+00,0,0,0.75717,-0.21040,0.17766,0.00130,0.00249
553,1.4728,0.01159,1.90E-03,3.48E-01,6.22E-04,2.30E+00,1.33E+00,0,0,0.76277,-0.20953,0.17535,0.00112,0.00217
554,1.4724,0.0117,1.41E-03,3.47E-01,6.31E-04,2.30E+00,1.33E+00,0,0,0.76838,-0.20859,0.17296,0.00097,0.00188
555,1.472,0.01182,9.82E-04,3.46E-01,6.39E-04,2.30E+00,1.33E+00,0,0,0.77401,-0.20758,0.17051,0.00084,0.00163
556,1.4716,0.01196,6.32E-04,3.45E-01,6.46E-04,2.30E+00,1.33E+00,0,0,0.77963,-0.20651,0.16800,0.00072,0.00142
557,1.4713,0.01212,3.58E-04,3.43E-01,6.52E-04,2.30E+00,1.33E+00,0,0,0.78524,-0.20537,0.16542,0.00062,0.00123
558,1.4709,0.0123,1.60E-04,3.42E-01,6.58E-04,2.30E+00,1.33E+00,0,0,0.79085,-0.20417,0.16280,0.00054,0.00106
559,1.4705,0.01249,4.02E-05,3.41E-01,6.65E-04,2.30E+00,1.33E+00,0,0,0.79643,-0.20291,0.16013,0.00046,0.00092
560,1.4701,0.01271,0.00E+00,3.40E-01,6.72E-04,2.30E+00,1.33E+00,0,0,0.80199,-0.20159,0.15743,0.00040,0.00079
561,1.4697,0.01293,0.00E+00,3.38E-01,6.79E-04,2.30E+00,1.33E+00,0,0,0.80752,-0.20022,0.15468,0.00034,0.00069
562,1.4693,0.01318,0.00E+00,3.37E-01,6.86E-04,2.30E+00,1.33E+00,0,0,0.81301,-0.19880,0.15191,0.00029,0.00059
563,1.4689,0.01344,0.00E+00,3.35E-01,6.92E-04,2.30E+00,1.33E+00,0,0,0.81847,-0.19733,0.14910,0.00025,0.00051
564,1.4685,0.01371,0.00E+00,3.33E-01,6.99E-04,2.30E+00,1.33E+00,0,0,0.82389,-0.19579,0.14626,0.00022,0.00044
565,1.4681,0.014,0.00E+00,3.31E-01,7.08E-04,2.30E+00,1.33E+00,0,0,0.82927,-0.19420,0.14339,0.00019,0.00038
566,1.4678,0.01431,0.00E+00,3.29E-01,7.18E-04,2.30E+00,1.33E+00,0,0,0.83461,-0.19256,0.14048,0.00016,0.00033
567,1.4674,0.01464,0.00E+00,3.28E-01,7.26E-04,2.30E+00,1.33E+00,0,0,0.83990,-0.19085,0.13755,0.00014,0.00028
568,1.467,0.01499,0.00E+00,3.26E-01,7.34E-04,2.30E+00,1.33E+00,0,0,0.84515,-0.18909,0.13458,0.00012,0.00024
569,1.4666,0.01535,0.00E+00,3.24E-01,7.46E-04,2.30E+00,1.33E+00,0,0,0.85036,-0.18726,0.13158,0.00010,0.00021
570,1.4662,0.01572,0.00E+00,3.22E-01,7.59E-04,2.30E+00,1.33E+00,0,0,0.85551,-0.18538,0.12855,0.00009,0.00018
571,1.4658,0.01611,0.00E+00,3.20E-01,7.73E-04,2.30E+00,1.33E+00,0,0,0.86061,-0.18343,0.12549,0.00008,0.00016
572,1.4654,0.01649,0.00E+00,3.18E-01,7.87E-04,2.30E+00,1.33E+00,0,0,0.86565,-0.18143,0.12241,0.00006,0.00014
573,1.465,0.01688,0.00E+00,3.16E-01,8.02E-04,2.30E+00,1.33E+00,0,0,0.87062,-0.17938,0.11932,0.00006,0.00012
574,1.4647,0.01726,0.00E+00,3.14E-01,8.19E-04,2.30E+00,1.33E+00,0,0,0.87549,-0.17728,0.11623,0.00005,0.00010
575,1.4643,0.01763,0.00E+00,3.12E-01,8.39E-04,2.30E+00,1.33E+00,0,0,0.88026,-0.17515,0.11316,0.00004,0.00009
576,1.4639,0.01799,0.00E+00,3.10E-01,8.58E-04,2.30E+00,1.33E+00,0,0,0.88491,-0.17298,0.11010,0.00004,0.00007
577,1.4635,0.01833,0.00E+00,3.08E-01,8.75E-04,2.30E+00,1.33E+00,0,0,0.88944,-0.17078,0.10708,0.00003,0.00006
578,1.4632,0.01866,0.00E+00,3.06E-01,8.96E-04,2.30E+00,1.33E+00,0,0,0.89382,-0.16857,0.10411,0.00003,0.00006
579,1.4628,0.01898,0.00E+00,3.04E-01,9.24E-04,2.30E+00,1.33E+00,0,0,0.89805,-0.16633,0.10119,0.00002,0.00005
580,1.4624,0.01928,0.00E+00,3.02E-01,9.52E-04,2.30E+00,1.33E+00,0,0,0.90210,-0.16409,0.09834,0.00002,0.00004
